tripadvisor_entity_id,name,link,rating,reviews_count,price_range,phone,is_open_now,status_text,address,city,postal_code,country,country_code,latitude,longitude,parent_location_id,parent_location_name,featured_image,has_reservation,has_delivery,is_ad
2634267,Yat Tung Heen (Eaton HK),https://www.tripadvisor.com/Restaurant_Review-g294217-d2634267-Reviews-Yat_Tung_Heen_Eaton_HK-Hong_Kong.html,4.5,367,$$ - $$$,+852 2710 1093,False,Closed now,"B2, Eaton, Hong Kong, 380 Nathan Road, Kowloon Entrance Pak Hoi Street, Jordan, Kowloon, Hong Kong 0000 China",,0000,China,CN,22.308277,114.171646,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/db/c7/1e/interior-of-yat-tung.jpg,True,False,
6758068,Ho Lee Fook,https://www.tripadvisor.com/Restaurant_Review-g294217-d6758068-Reviews-Ho_Lee_Fook-Hong_Kong.html,4.4,1139,$$ - $$$,+852 2810 0860,False,Closed now,"G/F, No.1-5 Elgin Street, SoHo Hong Kong, Hong Kong China",,,China,CN,22.283,114.15266,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/a4/4f/c4/exterior.jpg,True,False,
15556190,Pica Pica,https://www.tripadvisor.com/Restaurant_Review-g294217-d15556190-Reviews-Pica_Pica-Hong_Kong.html,4.8,698,$$ - $$$,+852 2811 9880,True,Open now,"317-321 Des Voeux Rd Central, Sheung Wan Shop G-H, G/F, Kai Tak Commercial Building, Hong Kong China",,,China,CN,22.287176,114.15064,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/79/62/55/front-door.jpg,False,False,
799832,Kam Wah Cafe,https://www.tripadvisor.com/Restaurant_Review-g294217-d799832-Reviews-Kam_Wah_Cafe-Hong_Kong.html,4.0,946,$,+852 2392 6830,True,Open now,"47 Bute Street, Mongkok, Hong Kong China",,,China,CN,22.322191,114.16974,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/70/14/5f/photo8jpg.jpg,False,False,
11425536,SKYE,https://www.tripadvisor.com/Restaurant_Review-g294217-d11425536-Reviews-SKYE-Hong_Kong.html,4.5,340,$$$$,+852 2839 3327,True,Open now,"310 Gloucester Road 27/f, The Park Lane Hong Kong, Causeway Bay, Hong Kong 00000 China",,00000,China,CN,22.281176,114.18643,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/8a/bd/d5/skye-roofbar-dining-outdoor.jpg,True,False,
27490497,BKK Thai Street Food,https://www.tripadvisor.com/Restaurant_Review-g294217-d27490497-Reviews-BKK_Thai_Street_Food-Hong_Kong.html,4.9,421,$$ - $$$,+852 2330 0306,True,Open now,"No.35 Aberdeen Street Shop SG09-SG14, Block A Staunton PMQ, Hong Kong China",,,China,CN,22.283333,114.151566,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/13/0c/b3/bkk-thai-street-food.jpg,True,False,
23035094,Tagline,https://www.tripadvisor.com/Restaurant_Review-g294217-d23035094-Reviews-Tagline-Hong_Kong.html,4.7,114,$$ - $$$,+852 2329 3311,True,Open now,"68 Mody Road, Empire Centre, Shop G18 Tsim Sha Tsui East, Kowloon, Hong Kong 00000 China",,00000,China,CN,22.298191,114.178734,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/bd/73/0a/main-entrance.jpg,False,False,True
6894266,Kam's Roast Goose,https://www.tripadvisor.com/Restaurant_Review-g294217-d6894266-Reviews-Kam_s_Roast_Goose-Hong_Kong.html,4.1,1077,$$ - $$$,+852 2520 1110,True,Open now,"No.226 Hennessy Road, Wan Chai G/F, Po Wah Commercial Centre, Hong Kong China",,,China,CN,22.277645,114.17531,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/71/06/77/caption.jpg,False,False,
927163,Lai Ching Heen - Regent Hong Kong,https://www.tripadvisor.com/Restaurant_Review-g294217-d927163-Reviews-Lai_Ching_Heen_Regent_Hong_Kong-Hong_Kong.html,4.7,1170,$$$$,+852 2313 2313,False,Closed now,"18 Salisbury Road, Tsim Sha Tsui, Hong Kong 00000 China",,00000,China,CN,22.293428,114.17461,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/d9/f2/69/steamed-lobeter-and-egg.jpg,True,False,
2399904,Tin Lung Heen,https://www.tripadvisor.com/Restaurant_Review-g294217-d2399904-Reviews-Tin_Lung_Heen-Hong_Kong.html,4.7,1820,$$$$,+852 2263 2270,False,Closed now,"1 Austin Road West 102/F, The Ritz-Carlton, International Commerce Centre, Hong Kong China",,,China,CN,22.303358,114.16019,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9a/bf/a8/photo0jpg.jpg,True,False,
1094369,Tsim Chai Kee Noodle Shop,https://www.tripadvisor.com/Restaurant_Review-g294217-d1094369-Reviews-Tsim_Chai_Kee_Noodle_Shop-Hong_Kong.html,4.1,794,$,+852 2850 6471,True,Open now,"98 Wellington Street Central-Mid-Levels Escalators, Hong Kong China",,,China,CN,22.283087,114.154396,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/ab/a5/85/caption.jpg,False,False,
1745792,"Tim Ho Wan, the Dim-Sum Specialists",https://www.tripadvisor.com/Restaurant_Review-g294217-d1745792-Reviews-Tim_Ho_Wan_the_Dim_Sum_Specialists-Hong_Kong.html,4.1,3260,$,+852 2332 2896,True,Open now,"Shop 72, G/F, Olympian City 2, 18 Hoi Ting Road, Tai Kok Tsui Olympian City Mall, Hong Kong China",,,China,CN,22.316763,114.16153,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/7c/12/74/timmy.jpg,False,False,
3309467,Dim Dim Sum Specialty Store (Mong Kok),https://www.tripadvisor.com/Restaurant_Review-g294217-d3309467-Reviews-Dim_Dim_Sum_Specialty_Store_Mong_Kok-Hong_Kong.html,4.1,808,$,+852 2309 2300,True,Open now,"106 Tung Choi Street Mong Kok, Hong Kong 000000 China",,000000,China,CN,22.320004,114.17046,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/6e/e1/54/caption.jpg,False,False,
26810870,Carna by Dario Cecchini,https://www.tripadvisor.com/Restaurant_Review-g294217-d26810870-Reviews-Carna_by_Dario_Cecchini-Hong_Kong.html,4.9,254,$$$$,+852 4607-0737,False,Closed now,"Level 74, Sls Dubai Hotel & Residences Marasi Drive, Hong Kong China",,,China,CN,22.29771,114.1748,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/61/d2/99/carna-main-dining-room.jpg,False,False,
2198231,Ozone,https://www.tripadvisor.com/Restaurant_Review-g294217-d2198231-Reviews-Ozone-Hong_Kong.html,4.4,4526,$$$$,+852 2263 2270,True,Open now,"No.1, Austin Road West Level 118, International Commerce Centre, Hong Kong China",,,China,CN,22.303398,114.16019,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/6f/d6/e7/panoramic-views-ozone.jpg,True,False,
2719190,Sang Kee Congee Shop,https://www.tripadvisor.com/Restaurant_Review-g294217-d2719190-Reviews-Sang_Kee_Congee_Shop-Hong_Kong.html,4.3,545,$,+852 2541 1099,True,Open now,"Ground Floor, 7 - 9 Butt Street, Sheung Wan, Hong Kong China",,,China,CN,22.285355,114.15159,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/2e/be/2d/congee-with-sliced-beef.jpg,False,False,
798091,City Hall Maxim's Palace,https://www.tripadvisor.com/Restaurant_Review-g294217-d798091-Reviews-City_Hall_Maxim_s_Palace-Hong_Kong.html,4.1,1338,$$ - $$$,+852 2521 1303,False,Closed now,"2/F, Low Block, City Hall, Central, Hong Kong China",,,China,CN,22.282743,114.16166,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/44/a2/00/maxim-s-palace-chinese.jpg,False,False,
10311425,Maison ES,https://www.tripadvisor.com/Restaurant_Review-g294217-d10311425-Reviews-Maison_ES-Hong_Kong.html,4.6,153,$$$$,+852 2521 8011,False,Closed now,"Shop B, UG/F, Hang Tak Building, 1 Electric Street, Wan Chai (Star Street Precinct), Hong Kong China",,,China,CN,22.2759,114.168205,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/7e/67/15/dining.jpg,False,False,
8353573,Scarlett Café & Wine Bar,https://www.tripadvisor.com/Restaurant_Review-g294217-d8353573-Reviews-Scarlett_Cafe_Wine_Bar-Hong_Kong.html,4.8,2103,$$ - $$$,+852 3565 6513,True,Open now,"G/F, 2 Austin Avenue, Tsim Sha Tsui, Kowloon, Hong Kong China",,,China,CN,22.30215,114.17644,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/85/64/cc/scarlett-cafe-wine-bar.jpg,False,False,
2437900,DimDimSum Dim Sum Specialty Store (Jordan),https://www.tripadvisor.com/Restaurant_Review-g294217-d2437900-Reviews-DimDimSum_Dim_Sum_Specialty_Store_Jordan-Hong_Kong.html,4.2,669,$,+852 2771 7766,True,Open now,"26-28 Man Wui St, Jordan, Kowloon Austin Station Exit A, Hong Kong China",,,China,CN,22.307034,114.16598,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/15/64/91/img-20191120-194705-largejpg.jpg,False,False,
15023452,Siam Noodles,https://www.tripadvisor.com/Restaurant_Review-g294217-d15023452-Reviews-Siam_Noodles-Hong_Kong.html,4.6,179,$,+852 2350 4808,True,,"7 Lock Road, Tsim Sha Tsui Shop A, G/F, Kar Lock Building, Hong Kong China",,,China,CN,22.296814,114.171684,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/e9/87/57/caption.jpg,False,False,
1367659,Hutong,https://www.tripadvisor.com/Restaurant_Review-g294217-d1367659-Reviews-Hutong-Hong_Kong.html,4.2,1973,$$$$,+852 3428 8342,False,Closed now,"15 Middle Road, Tsim Sha Tsui 18/F, H Zentre, Hong Kong China",,,China,CN,22.295506,114.17344,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/73/eb/e3/hutong-welcomes-you-to.jpg,True,False,
800834,Mak Man Kee Noodle Shop,https://www.tripadvisor.com/Restaurant_Review-g294217-d800834-Reviews-Mak_Man_Kee_Noodle_Shop-Hong_Kong.html,4.1,664,$,+852 2736 5561,True,Open now,"51 Parkes Street, Yaumatei, Hong Kong China",,,China,CN,22.304707,114.17068,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/bb/d5/d3/caption.jpg,False,False,
23243897,Teppanyaki Mihara Goten,https://www.tripadvisor.com/Restaurant_Review-g294217-d23243897-Reviews-Teppanyaki_Mihara_Goten-Hong_Kong.html,4.9,101,$$$$,+852 5394 3689,False,Closed now,"1 Hoi Ping Road 3/f, Cubus, Hong Kong 0000 China",,0000,China,CN,22.277596,114.185005,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/d1/94/fb/a5-kumamoto-wagyu-fillet.jpg,False,False,
25224259,Harbourside - Regent Hong Kong,https://www.tripadvisor.com/Restaurant_Review-g294217-d25224259-Reviews-Harbourside_Regent_Hong_Kong-Hong_Kong.html,4.9,238,$$$$,+852 2313 2313,True,Open now,"18 Salisbury Road, Kowloon Regent Hong Kong, Hong Kong China",,,China,CN,22.293379,114.17395,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/19/a3/ab/harbourside-regent-hong.jpg,True,False,
7808139,BRAZA Churrascaria Brazilian Steakhouse,https://www.tripadvisor.com/Restaurant_Review-g294217-d7808139-Reviews-BRAZA_Churrascaria_Brazilian_Steakhouse-Hong_Kong.html,4.7,1575,$$ - $$$,+852 2890 9268,False,Closed now,"3/F, Grand Progress Building, No.15-16 Lan Kwai Fong, Central, Hong Kong China",,,China,CN,22.280527,114.15531,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/77/37/2b/getlstd-property-photo.jpg,False,False,
2706744,Din Tai Fung (Yee Wo Branch),https://www.tripadvisor.com/Restaurant_Review-g294217-d2706744-Reviews-Din_Tai_Fung_Yee_Wo_Branch-Hong_Kong.html,4.4,2135,$$ - $$$,+852 3160 8998,True,Open now,"No.68 Yee Wo Street, Causeway Bay, Hong Kong China",,,China,CN,22.27927,114.18623,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/5e/75/75/dining-room.jpg,False,False,
25163524,Bubbly Feast HK Style Hot Pot,https://www.tripadvisor.com/Restaurant_Review-g294217-d25163524-Reviews-Bubbly_Feast_HK_Style_Hot_Pot-Hong_Kong.html,4.8,366,$$ - $$$,+852 6890 6890,True,Opens in 54 min,"No 428 Shanghai Street, Mong Kok G/f, Hong Kong China",,,China,CN,22.314896,114.16912,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/79/21/32/2-4.jpg,False,False,
23826886,Chutney Tandoor House,https://www.tripadvisor.com/Restaurant_Review-g294217-d23826886-Reviews-Chutney_Tandoor_House-Hong_Kong.html,4.9,397,$$ - $$$,+852 2330 0027,False,Closed now,"77 Wyndham St 4/F, Carfield Commercial Building, Central, Hong Kong China",,,China,CN,22.281845,114.15476,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/f7/eb/c7/chutney.jpg,True,False,
2461243,The Chairman,https://www.tripadvisor.com/Restaurant_Review-g294217-d2461243-Reviews-The_Chairman-Hong_Kong.html,4.4,458,$$$$,+852 2555 2202,False,Closed now,"No.18 Kau U Fong, Central, Hong Kong China",,,China,CN,22.284601,114.1527,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/8d/ee/ba/the-chairman.jpg,False,False,
779644,Aqua,https://www.tripadvisor.com/Restaurant_Review-g294217-d779644-Reviews-Aqua-Hong_Kong.html,4.3,3193,$$$$,+852 3427 2288,False,Closed now,"15 Middle Road, Tsim Sha Tsui 17/F, H Zentre, Hong Kong China",,,China,CN,22.295496,114.173386,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/73/f3/ae/welcome-to-our-stylish.jpg,True,False,
795044,Kau Kee Restaurant,https://www.tripadvisor.com/Restaurant_Review-g294217-d795044-Reviews-Kau_Kee_Restaurant-Hong_Kong.html,3.9,937,$,+852 2815 0123,True,Open now,"G/F., 21 Gough Street, Mid-Level, Central, Hong Kong China",,,China,CN,22.28427,114.15248,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/9f/05/00/photo3jpg.jpg,False,False,
25042349,Bàrbar,https://www.tripadvisor.com/Restaurant_Review-g294217-d25042349-Reviews-Barbar-Hong_Kong.html,4.9,533,$$ - $$$,+852 2810 0008,False,Closed now,"G/f, 9 Ship Street, Wan Chai, Hong Kong, Hong Kong China",,,China,CN,22.276209,114.17082,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/6a/88/ff/tapas-selection.jpg,False,False,
24996295,Sushi Hisayoshi,https://www.tripadvisor.com/Restaurant_Review-g294217-d24996295-Reviews-Sushi_Hisayoshi-Hong_Kong.html,4.9,400,$$ - $$$,+852 2383 3366,False,Closed now,"3-27 Canton Road, Tsim Sha Tsui Shop G111, G/F, The Gateway, Harbour City, Hong Kong China",,,China,CN,22.296064,114.168655,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/83/b9/69/prime-seasonal-ingredients.jpg,True,False,
26532632,El Taquero,https://www.tripadvisor.com/Restaurant_Review-g294217-d26532632-Reviews-El_Taquero-Hong_Kong.html,4.9,334,$$ - $$$,+852 2811 1998,True,Opens in 54 min,"Shops B-F, G/F, Yan King Court, 119 Queen's Road East, Wan Chai, Hong Kong 000000 China",,000000,China,CN,22.275614,114.17063,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/26/c3/42/el-taquero.jpg,False,False,
919498,Mak's Noodle (Mak Un Kee),https://www.tripadvisor.com/Restaurant_Review-g294217-d919498-Reviews-Mak_s_Noodle_Mak_Un_Kee-Hong_Kong.html,4.0,976,$,+852 2854 3810,True,Open now,"77 Wellington St., Central, Hong Kong China",,,China,CN,22.2831,114.1546,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/f0/da/af/caption.jpg,False,False,
19042160,Tasty Hotpot Palace,https://www.tripadvisor.com/Restaurant_Review-g294217-d19042160-Reviews-Tasty_Hotpot_Palace-Hong_Kong.html,4.8,206,$$ - $$$,+852 2338 1515,True,Open now,"16 Carnarvon Road, Tsim Sha Tsui 1/F, Golden Glory Mansion, Hong Kong China",,,China,CN,22.298912,114.1735,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/8d/f2/0f/caption.jpg,False,False,
26778313,Wakaran,https://www.tripadvisor.com/Restaurant_Review-g294217-d26778313-Reviews-Wakaran-Hong_Kong.html,4.9,308,$$ - $$$,+852 5321 3115,False,Closed now,"9 Ship Street, Wan Chai Shop B, G/f, Pinnacle Building, Hong Kong 000000 China",,000000,China,CN,22.276209,114.17083,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/ec/44/ab/a-la-carte-features.jpg,False,False,
23317047,Salisterra,https://www.tripadvisor.com/Restaurant_Review-g294217-d23317047-Reviews-Salisterra-Hong_Kong.html,4.7,207,$$$$,+852 3968 1106,True,Open now,"Pacific Place, 88 Queensway Level 49, The Upper House, Hong Kong China",,,China,CN,22.277674,114.16631,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/de/97/85/salisterra-main-dining.jpg,False,False,
12350157,Café Circles,https://www.tripadvisor.com/Restaurant_Review-g294217-d12350157-Reviews-Cafe_Circles-Hong_Kong.html,4.8,275,$$ - $$$,+852 2280 2868,True,Open now,"8 Yeung Uk Road, Tsuen Wan 9/F, Nina Hotel Tsuen Wan West, Hong Kong China",,,China,CN,22.368633,114.1133,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ae/4c/72/seafood-on-ice-for-dinner.jpg,False,False,
25222671,The Steak House - Regent Hong Kong,https://www.tripadvisor.com/Restaurant_Review-g294217-d25222671-Reviews-The_Steak_House_Regent_Hong_Kong-Hong_Kong.html,4.9,247,$$$$,+852 2313 2313,False,Closed now,"18 Salisbury Road, Kowloon Regent Hong Kong, Hong Kong China",,,China,CN,22.293245,114.173965,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/10/b4/03/the-steak-house-regent.jpg,True,False,
1892540,Wooloomooloo Steakhouse (Wan Chai),https://www.tripadvisor.com/Restaurant_Review-g294217-d1892540-Reviews-Wooloomooloo_Steakhouse_Wan_Chai-Hong_Kong.html,4.2,1134,$$$$,+852 2893 6960,True,Open now,"31/F & Rooftop The Hennessy, 256 Hennessy Road, Wan Chai, Hong Kong China",,,China,CN,22.277729,114.176155,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/b9/e2/38/wooloomooloo-steakhouse.jpg,False,False,
13985000,The Astor,https://www.tripadvisor.com/Restaurant_Review-g294217-d13985000-Reviews-The_Astor-Hong_Kong.html,4.8,193,$$ - $$$,+852 2710 1901,True,Open now,"B1/F, Eaton HK, 380 Nathan Road, Jordan, Hong Kong 0000 China",,0000,China,CN,22.308012,114.17181,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/bf/5e/dc/interior.jpg,True,False,
2534180,Dim Sum Square,https://www.tripadvisor.com/Restaurant_Review-g294217-d2534180-Reviews-Dim_Sum_Square-Hong_Kong.html,4.2,966,$,+852 2851 8088,True,Open now,"88 Jervois Street, Sheung wan, Hong Kong China",,,China,CN,22.285175,114.15117,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/7d/3d/67/photo0jpg.jpg,False,False,
2390123,Above and Beyond,https://www.tripadvisor.com/Restaurant_Review-g294217-d2390123-Reviews-Above_and_Beyond-Hong_Kong.html,4.4,1005,$$$$,+852 3400 1318,True,Open now,"17 Science Museum Road Level 28, Hotel ICON, Tsim Sha Tsui East, Hong Kong China",,,China,CN,22.300728,114.179855,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/5c/a4/4f/above-beyond-private.jpg,False,False,
8672539,Cafe 2 Oyster N Grill,https://www.tripadvisor.com/Restaurant_Review-g294217-d8672539-Reviews-Cafe_2_Oyster_N_Grill-Hong_Kong.html,4.9,229,$$ - $$$,+852 2295 6668,True,Open now,"371-379 Queen's Rd W Sai Ying Pun, Rockson Mansion, Hong Kong China",,,China,CN,22.286749,114.13929,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/e8/5b/38/seasonal-oyster-platter.jpg,False,False,
797531,Dynasty,https://www.tripadvisor.com/Restaurant_Review-g294217-d797531-Reviews-Dynasty-Hong_Kong.html,4.6,439,$$$$,+852 2802 8888,False,Closed now,"1 Harbour Drive Wan Chai, Hong Kong China",,,China,CN,22.281054,114.172905,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/1b/ac/b0/the-dynasty-restaurant.jpg,True,False,
2514791,The Market,https://www.tripadvisor.com/Restaurant_Review-g294217-d2514791-Reviews-The_Market-Hong_Kong.html,4.5,1026,$$ - $$$,+852 3400 1308,False,Closed now,"Level 2, Hotel ICON, 17 Science Museum Road Tsim Sha Tsui East, Kowloon, Hong Kong China",,,China,CN,22.300652,114.17977,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/16/23/07/the-market-buffet-section.jpg,False,False,
8544723,RÚ,https://www.tripadvisor.com/Restaurant_Review-g294217-d8544723-Reviews-RU-Hong_Kong.html,4.8,278,$$ - $$$,+852 2280 2923,False,Closed now,"8 Yeung Uk Road, Tsuen Wan 7/F, Nina Hotel Tsuen Wan West, Hong Kong China",,,China,CN,22.368443,114.1132,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/a0/72/28/ru.jpg,False,False,
19273696,8Five2 Restobar,https://www.tripadvisor.com/Restaurant_Review-g294217-d19273696-Reviews-8Five2_Restobar-Hong_Kong.html,4.7,411,$$ - $$$,+852 2618 8854,True,Open now,"Shop 2, Ground Floor, 8 Observatory Road, Tsim Sha Tsui, Kowloon, Hong Kong China",,,China,CN,22.30097,114.17557,294217,Hong Kong,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/eb/ad/4b/trendy-interior.jpg,False,False,
